userID,friendID
1,243
1,1268
243,1
1268,1
1268,6
1268,10
1268,16
1268,20
1268,2151
1268,2154
1268,2156
1268,26
1268,29
1268,2161
1268,2162
1268,2168
1268,2170
1268,2178
1268,49
1268,2184
1268,2190
1268,56
1268,58
1268,63
1268,64
1268,2229
1268,2236
1268,87
1268,2244
1268,2252
1268,95
1268,2255
1268,102
1268,103
1268,104
1268,2267
1268,107
1268,2270
1268,2277
1268,117
1268,118
1268,133
1268,2295
1268,136
1268,2304
1268,2317
1268,155
1268,162
1268,2364
1268,2365
1268,189
1268,191
1268,190
1268,200
1268,203
1268,2385
1268,210
1268,225
1268,2410
1268,2411
1268,2412
1268,2413
1268,2414
1268,240
1268,244
1268,2420
1268,246
1268,247
1268,2424
1268,2425
1268,2426
1268,255
1268,258
1268,265
1268,267
1268,268
1268,269
1268,273
1268,2451
1268,280
1268,2459
1268,284
1268,2467
1268,287
1268,291
1268,2480
1268,299
1268,304
1268,2494
1268,312
1268,2498
1268,2501
1268,328
1268,336
1268,341
1268,343
1268,347
1268,2525
1268,355
1268,369
1268,375
1268,378
1268,2553
1268,2561
1268,388
1268,2563
1268,2564
1268,2568
1268,403
1268,2584
1268,407
1268,418
1268,2602
1268,422
1268,2605
1268,425
1268,2614
1268,2617
1268,2618
1268,429
1268,432
1268,2628
1268,442
1268,2632
1268,451
1268,452
1268,457
1268,459
1268,2646
1268,460
1268,2657
1268,2665
1268,477
1268,478
1268,480
1268,2681
1268,2686
1268,2690
1268,493
1268,496
1268,2697
1268,498
1268,2700
1268,2703
1268,505
1268,515
1268,2720
1268,2721
1268,520
1268,2724
1268,2726
1268,538
1268,546
1268,2740
1268,555
1268,561
1268,2753
1268,2757
1268,2762
1268,2764
1268,2778
1268,596
1268,616
1268,2811
1268,629
1268,638
1268,643
1268,2837
1268,649
1268,651
1268,653
1268,656
1268,657
1268,2843
1268,666
1268,668
1268,674
1268,2858
1268,684
1268,692
1268,704
1268,707
1268,710
1268,714
1268,2879
1268,727
1268,2903
1268,2904
1268,2906
1268,2908
1268,752
1268,2928
1268,2931
1268,2938
1268,779
1268,2952
1268,2953
1268,783
1268,787
1268,2960
1268,794
1268,805
1268,809
1268,815
1268,821
1268,826
1268,2998
1268,828
1268,838
1268,844
1268,3029
1268,3031
1268,3037
1268,855
1268,3039
1268,3040
1268,874
1268,883
1268,3060
1268,889
1268,3063
1268,894
1268,3070
1268,3079
1268,3087
1268,3094
1268,930
1268,932
1268,3111
1268,939
1268,3119
1268,944
1268,3124
1268,3127
1268,3133
1268,3137
1268,955
1268,3142
1268,989
1268,995
1268,3165
1268,3169
1268,3179
1268,1011
1268,1018
1268,1022
1268,1027
1268,1041
1268,3203
1268,1047
1268,3208
1268,3210
1268,1058
1268,1064
1268,1069
1268,3230
1268,1075
1268,3236
1268,1087
1268,3242
1268,3245
1268,1092
1268,3251
1268,1095
1268,3265
1268,3283
1268,3285
1268,3294
1268,1137
1268,3307
1268,1158
1268,3317
1268,3320
1268,3339
1268,3344
1268,3349
1268,1193
1268,3354
1268,3360
1268,1208
1268,3370
1268,3376
1268,1222
1268,3382
1268,1226
1268,1228
1268,3398
1268,1234
1268,3399
1268,1238
1268,1242
1268,1245
1268,1248
1268,3411
1268,1249
1268,3420
1268,1264
1268,1927
1268,1301
1268,1441
1268,1738
1268,1272
1268,3442
1268,3454
1268,3458
1268,1288
1268,1290
1268,3466
1268,1302
1268,3471
1268,1313
1268,3483
1268,1316
1268,1321
1268,3493
1268,3496
1268,1336
1268,1337
1268,1339
1268,3513
1268,1358
1268,1359
1268,3518
1268,3519
1268,1368
1268,1379
1268,1386
1268,1395
1268,1404
1268,3551
1268,3552
1268,1409
1268,3557
1268,1413
1268,3574
1268,3575
1268,3577
1268,1435
1268,3578
1268,3582
1268,1448
1268,1452
1268,1451
1268,1458
1268,3598
1268,1476
1268,1485
1268,1487
1268,1494
1268,1501
1268,1509
1268,1521
1268,3630
1268,1525
1268,1534
1268,1537
1268,1538
1268,3645
1268,3653
1268,1555
1268,3659
1268,1563
1268,1564
1268,1576
1268,3676
1268,3697
1268,3700
1268,1595
1268,1600
1268,1601
1268,1603
1268,1608
1268,1610
1268,1611
1268,3720
1268,3723
1268,3725
1268,1629
1268,3733
1268,3742
1268,1644
1268,1647
1268,3747
1268,1653
1268,1654
1268,3761
1268,3762
1268,1671
1268,1672
1268,1673
1268,3775
1268,1678
1268,3781
1268,1679
1268,1681
1268,3783
1268,1686
1268,1693
1268,3799
1268,1705
1268,1707
1268,1712
1268,1719
1268,3822
1268,1736
1268,1737
1268,1742
1268,3846
1268,3851
1268,1751
1268,1752
1268,1754
1268,3863
1268,1760
1268,3866
1268,1770
1268,1773
1268,3886
1268,3890
1268,1786
1268,3895
1268,3899
1268,3901
1268,3903
1268,1797
1268,1808
1268,3913
1268,3919
1268,1816
1268,1817
1268,3924
1268,1818
1268,1821
1268,3929
1268,3935
1268,3936
1268,3937
1268,1832
1268,3940
1268,1838
1268,1844
1268,1849
1268,1853
1268,1859
1268,3952
1268,1863
1268,3964
1268,1877
1268,1880
1268,1888
1268,3984
1268,1889
1268,1893
1268,3993
1268,1910
1268,3996
1268,1912
1268,1917
1268,4001
1268,1922
1268,4009
1268,4012
1268,4014
1268,1938
1268,1941
1268,1943
1268,4018
1268,1952
1268,1953
1268,1955
1268,1961
1268,4031
1268,4032
1268,1972
1268,1973
1268,1976
1268,1982
1268,4052
1268,1985
1268,4053
1268,4056
1268,4057
1268,4065
1268,1995
1268,1997
1268,2004
1268,2006
1268,2009
1268,2016
1268,2023
1268,4088
1268,2025
1268,4090
1268,4092
1268,2035
1268,2039
1268,2042
1268,2043
1268,4107
1268,4108
1268,2059
1268,4112
1268,2065
1268,2067
1268,4116
1268,2070
1268,4128
1268,4129
1268,4131
1268,2086
1268,2089
1268,2092
1268,2104
1268,4142
1268,4158
1268,4159
1268,2120
2,3373
2,1435
2,3700
2,894
2,1808
2,3097
2,2902
2,1397
3373,2
3373,205
3373,910
3373,3086
3373,1476
3373,2034
3373,3388
1435,2
1435,2498
1435,380
1435,972
1435,3171
1435,1070
1435,1272
1435,3406
1435,2747
1435,1359
1435,582
1435,2740
1435,1268
1435,3688
3700,2
3700,2192
3700,75
3700,2235
3700,2270
3700,172
3700,2364
3700,447
3700,3435
3700,1454
3700,2100
3700,1268
894,2
894,164
894,2016
894,1268
1808,2
1808,430
1808,568
1808,2955
1808,2016
1808,1268
3097,2
3097,462
3097,1874
3097,1525
3097,164
3,3554
3,1609
3,3930
3,3451
3,3406
3,2558
3,812
3,1895
3,360
3,11
3,167
3,1800
3,1815
3,1413
3,1829
3,3972
3,3043
3,659
3,2906
3,2220
3,2693
3,3610
3,845
3,516
3,1504
3,267
3,1084
3,1560
3,391
3,2463
3,2237
3,110
3,716
3,1517
3,1802
3,3709
3,81
3,2370
3,2855
3,2966
3,818
3,728
3,916
3,3849
3,1944
3,3967
3,3862
3,141
3,945
3,3601
3,1236
3,1754
3,39
3,90
3,212
3,2504
3,2584
3,413
3,445
3,2668
3,479
3,510
3,2741
3,654
3,2847
3,726
3,2935
3,2946
3,3013
3,3051
3,1098
3,1184
3,1199
3,1401
3,1438
3,1528
3,1534
3,1596
3,3794
3,3928
3,4124
3,2100
3554,3
3554,1476
3554,781
1609,3
3930,3
3930,11
3930,2174
3930,90
3930,2260
3930,110
3930,2410
3930,264
3930,269
3930,2591
3930,1084
3930,1108
3930,1290
3930,1744
3930,1754
3930,3862
3930,1830
3930,3967
3930,1236
3930,2740
3930,350
3930,3972
3451,3
3451,25
3451,2951
3451,865
3451,1980
3451,2740
3406,3
3406,2198
3406,2498
3406,417
3406,431
3406,467
3406,2681
3406,516
3406,554
3406,707
3406,2886
3406,2976
3406,843
3406,3171
3406,1069
3406,3265
3406,1152
3406,1175
3406,1193
3406,2081
3406,4063
3406,2054
3406,1880
3406,3409
3406,3420
3406,1272
3406,1401
3406,1435
3406,4012
3406,1955
3406,2003
2558,3
2558,264
2558,865
812,3
812,2753
812,1281
812,1528
812,1359
812,1401
1895,3
1895,442
1895,992
1895,3315
1895,1380
1895,1411
1895,2012
1895,841
1895,781
1895,1966
360,3
360,209
360,910
360,3688
360,1745
360,667
11,3
11,8
11,3930
11,153
11,2360
11,3640
11,2847
11,3967
11,992
11,90
11,653
11,1990
11,1944
11,1323
11,637
11,1290
11,779
11,1534
11,1528
11,1789
11,1734
11,1937
11,821
11,1860
11,445
11,110
11,510
11,1417
11,1084
11,1594
11,1236
11,539
11,3862
11,350
11,3972
11,1754
11,3470
167,3
167,223
167,3606
167,633
167,285
167,1468
167,263
167,2186
167,582
167,2063
167,1815
1800,3
1815,3
1815,167
1815,204
1815,388
1815,426
1815,476
1815,2695
1815,2740
1815,1453
1815,3615
1815,3624
1815,3688
1815,1722
1815,1796
1815,4075
1815,2957
1815,4138
1815,1847
1815,1738
1815,582
1413,3
1413,2568
1413,3504
1413,582
1413,2092
1413,1738
1413,3688
1413,1268
1829,3
1829,2982
1829,1849
3972,3
3972,11
3972,371
3972,622
3972,657
3972,2998
3972,3013
3972,1084
3972,3307
3972,1155
3972,1665
3972,3862
3972,3930
3972,1417
3972,2016
3972,1975
3972,2034
3972,350
3043,3
3043,39
3043,2468
3043,3060
3043,3109
3043,1429
3043,3443
3043,3470
3043,1802
3043,4036
3043,3709
3043,1110
3043,1359
3043,582
3043,1517
3043,3734
3043,2740
659,3
659,157
659,286
659,2471
659,470
659,598
659,1932
659,2987
659,582
659,3457
659,2016
2906,3
2906,644
2906,940
2906,3775
2906,582
2906,1268
2220,3
2220,391
2220,2622
2220,2747
2220,1161
2220,2702
2693,3
2693,2223
2693,117
2693,2443
2693,291
2693,3027
2693,2021
2693,1568
2693,1451
2693,2120
2693,3548
2693,2063
2693,1365
2693,3626
2693,1688
3610,3
3610,336
3610,3106
3610,3928
3610,1973
3610,582
845,3
845,2523
845,2988
845,3515
516,3
516,104
516,2421
516,2432
516,263
516,2464
516,2498
516,2527
516,391
516,2689
516,3406
516,1976
516,3228
516,600
516,1342
516,1184
516,1927
516,1596
516,1450
516,1234
516,3902
516,1918
516,2751
516,677
516,2902
516,2970
516,1003
516,3305
516,3355
516,3363
516,1244
516,1334
516,1335
516,3603
516,1539
516,1564
516,3709
516,1730
516,3846
516,1824
516,4053
516,1989
516,2063
516,2117
1504,3
1504,29
1504,90
1504,125
1504,217
1504,310
1504,421
1504,2741
1504,860
1504,940
1504,951
1504,3253
1504,1098
1504,1133
1504,3372
1504,3710
1504,4088
1504,1644
1504,1515
1504,1991
1504,1810
1504,2063
1504,2096
1504,3862
1504,1830
1504,1877
1504,2740
1504,1813
267,3
267,8
267,1890
267,4132
267,3291
267,479
267,513
267,3435
267,1525
267,1537
267,2030
267,452
267,582
267,804
267,1738
267,1268
1084,3
1084,11
1084,90
1084,110
1084,251
1084,2516
1084,350
1084,2581
1084,3930
1084,3967
1084,1133
1084,1944
1084,1502
1084,582
1084,1417
1084,1236
1084,3850
1084,3972
1084,1754
1084,3862
1560,3
1560,1401
1560,2044
1560,582
391,3
391,25
391,33
391,63
391,2220
391,2339
391,223
391,2443
391,449
391,3718
391,3683
391,1335
391,1812
391,674
391,4025
391,3254
391,3785
391,3709
391,697
391,1087
391,1818
391,996
391,3849
391,2957
391,489
391,1564
391,4136
391,1313
391,852
391,626
391,2045
391,1539
391,1952
391,3934
391,1041
391,1286
391,679
391,3160
391,2023
391,3758
391,467
391,516
391,3723
391,431
391,2740
391,3688
2463,3
2463,1087
2463,3137
2463,1277
2463,1112
2463,582
2463,2847
2237,3
2237,582
110,3
110,11
110,1784
110,3930
110,759
110,3967
110,824
110,1944
110,536
110,3032
110,1528
110,1789
110,2664
110,445
110,240
110,582
110,1084
110,2847
110,954
110,1199
110,2790
110,350
110,3862
716,3
716,108
716,696
716,3221
716,3337
716,1690
716,2893
716,851
1517,3
1517,8
1517,2168
1517,117
1517,151
1517,2338
1517,274
1517,319
1517,385
1517,386
1517,407
1517,424
1517,2640
1517,501
1517,2740
1517,606
1517,626
1517,631
1517,704
1517,2970
1517,3043
1517,891
1517,3084
1517,3109
1517,1002
1517,3252
1517,1110
1517,3306
1517,1234
1517,1286
1517,1338
1517,1429
1517,1459
1517,3615
1517,1573
1517,1768
1517,3855
1517,3734
1517,4025
1517,354
1517,3709
1517,2077
1517,2021
1517,1228
1517,4036
1517,3895
1517,3836
1517,1746
1517,1952
1517,4162
1517,2100
1517,1927
1517,1849
1517,1572
1517,1708
1517,3875
1517,3934
1802,3
1802,482
1802,3043
1802,1153
1802,3505
1802,1479
1802,2100
1802,2113
3709,3
3709,2399
3709,391
3709,2695
3709,640
3709,3043
3709,3115
3709,3545
3709,3615
3709,1517
3709,1571
3709,4124
3709,2116
3709,1999
3709,1618
3709,4025
3709,4046
3709,516
3709,582
3709,2740
3709,1754
81,3
81,2502
81,2957
81,1859
81,388
2370,3
2370,133
2370,3060
2370,264
2370,1526
2370,582
2855,3
2855,275
2855,691
2855,3131
2855,1098
2855,686
2855,1542
2855,582
2966,3
2966,177
2966,241
2966,726
2966,4042
2966,3718
2966,1110
2966,3752
2966,3945
2966,863
2966,1682
2966,1019
2966,1810
2966,1968
2966,1673
2966,582
2966,1593
2966,3000
2966,2616
2966,2740
2966,2063
2966,1652
2966,1791
818,3
818,445
818,1438
818,3173
818,1824
818,582
818,1871
728,3
728,2464
728,2596
728,2737
728,2843
728,2865
728,691
728,3066
728,1992
728,3560
728,3996
728,1811
728,1119
728,1228
728,380
728,3902
916,3
916,90
916,145
916,284
916,2702
916,2796
916,616
916,712
916,3569
916,4124
916,1190
916,1451
3849,3
3849,2168
3849,63
3849,220
3849,343
3849,2536
3849,391
3849,2581
3849,2616
3849,449
3849,2740
3849,626
3849,674
3849,726
3849,852
3849,885
3849,3177
3849,3291
3849,3342
3849,1233
3849,1285
3849,1411
3849,1429
3849,1591
3849,3723
3849,3758
3849,3780
3849,1727
3849,1746
3849,3982
3849,1812
3849,4025
3849,25
3849,1184
3849,1995
3849,1972
3849,2063
3849,3875
3849,3862
1944,3
1944,11
1944,110
1944,145
1944,178
1944,200
1944,269
1944,281
1944,388
1944,413
1944,539
1944,644
1944,653
1944,2847
1944,779
1944,843
1944,940
1944,998
1944,1064
1944,1084
1944,1236
1944,1281
1944,1323
1944,1453
1944,1744
1944,1754
1944,1762
1944,1824
1944,1836
1944,1911
1944,1937
1944,4079
1944,2100
1944,141
1944,1400
1944,2061
1944,3688
3967,3
3967,11
3967,2142
3967,90
3967,110
3967,2323
3967,2401
3967,227
3967,308
3967,2498
3967,350
3967,395
3967,2581
3967,413
3967,2601
3967,2627
3967,2687
3967,2834
3967,644
3967,2841
3967,2846
3967,2847
3967,673
3967,2960
3967,2970
3967,804
3967,878
3967,883
3967,3106
3967,961
3967,992
3967,1003
3967,3186
3967,1039
3967,1084
3967,1087
3967,1167
3967,1236
3967,1246
3967,1274
3967,1285
3967,1323
3967,1348
3967,3567
3967,1502
3967,1528
3967,1537
3967,1745
3967,1793
3967,1824
3967,3930
3967,3945
3967,2100
3967,4012
3967,3862
3967,1400
3967,2012
3862,3
3862,11
3862,2154
3862,90
3862,110
3862,155
3862,2384
3862,281
3862,288
3862,2494
3862,350
3862,414
3862,2630
3862,467
3862,479
3862,503
3862,510
3862,2713
3862,2720
3862,539
3862,593
3862,597
3862,2790
3862,2827
3862,653
3862,2847
3862,809
3862,3013
3862,843
3862,883
3862,3087
3862,3141
3862,971
3862,3203
3862,1064
3862,1084
3862,1106
3862,1114
3862,3280
3862,1208
3862,1226
3862,1258
3862,3483
3862,3507
3862,1348
3862,1368
3862,1401
3862,1424
3862,3615
3862,1504
3862,1528
3862,1537
3862,1548
3862,1629
3862,3799
3862,1712
3862,1744
3862,3849
3862,3930
3862,1908
3862,3922
3862,2005
3862,3972
3862,3875
3862,1871
3862,3967
3862,1927
3862,2050
3862,2122
141,3
141,19
141,114
141,115
141,2464
141,3125
141,1918
141,3486
141,1487
141,2704
141,1944
945,3
945,2926
945,2078
3601,3
3601,2706
3601,3086
3601,3176
3601,582
1236,3
1236,11
1236,664
1236,1055
1236,1064
1236,1084
1236,1184
1236,1323
1236,1944
1236,3967
1236,1754
1236,3930
1754,3
1754,11
1754,350
1754,2527
1754,380
1754,413
1754,2592
1754,567
1754,2928
1754,843
1754,940
1754,3138
1754,961
1754,1011
1754,1064
1754,1084
1754,1115
1754,1184
1754,1236
1754,1257
1754,1259
1754,1285
1754,3483
1754,1323
1754,1333
1754,1346
1754,3518
1754,1533
1754,3661
1754,3707
1754,3709
1754,1677
1754,1744
1754,3930
1754,4032
1754,90
1754,1944
1754,1793
1754,2049
1754,4025
1754,2086
1754,1997
1754,1830
1754,1940
1754,1161
1754,1268
39,3
39,4128
39,3043
4,1715
4,873
4,3504
1715,4
1715,166
1715,591
1715,872
1715,2068
1715,841
873,4
873,440
873,3504
3504,4
3504,67
3504,2240
3504,257
3504,2464
3504,2485
3504,2539
3504,2552
3504,476
3504,503
3504,554
3504,610
3504,679
3504,2924
3504,2955
3504,816
3504,873
3504,914
3504,3157
3504,3242
3504,3363
3504,3396
3504,3403
3504,1339
3504,2960
3504,65
3504,3564
3504,3324
3504,3016
3504,1413
3504,651
3504,3140
3504,3924
3504,2997
3504,4047
3504,2890
3504,2719
3504,3719
3504,791
3504,3409
3504,1666
3504,3815
3504,269
3504,972
3504,2876
3504,497
2129,3884
2129,582
2129,3247
2129,126
2129,421
2129,2989
2129,3327
2129,1845
3884,2129
3884,582
582,2129
582,2130
582,2132
582,2134
582,2135
582,16
582,19
582,2151
582,2154
582,2156
582,2158
582,24
582,26
582,31
582,33
582,34
582,2165
582,2169
582,2170
582,2174
582,44
582,2178
582,2180
582,49
582,51
582,2183
582,2184
582,2190
582,2194
582,2197
582,58
582,60
582,61
582,63
582,65
582,2199
582,2202
582,2206
582,2208
582,2210
582,2213
582,2215
582,2217
582,75
582,2218
582,2223
582,78
582,79
582,2227
582,2236
582,2237
